Star Rating,Review Text,Time Since Review,Date Of Review,Time Period,Service type,Meal type,Price per person,Food,Service,Atmosphere,Recommended dishes,Parking space,Parking options,Kid-friendliness
5 stars,Laura B is the best,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Coast is always a great experience, but it’s even better if you’re sitting in Laura B’s section! Thank you!!",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
4 stars,"Brought some out of town visitors to Coast. They really enjoyed the dinner. There was a lobster night feature but was also pleasantly surprised as there was a set menu offer as well. Food was great and our server, Rhonda, was exceptional.",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Dinner,$60–70,4.0,5.0,4.0,"Warm Banana & Coconut Butter Cake & Creme Brulee, Calamari",,,
5 stars,"Being a Coast regular, it was a pleasure to host our corporate event there in September in the mezzanine. Emma Jo paid attention to every detail supporting us with any ask along the way and Josh curated a special cocktail list just for us making sure that we loved each one he made. We had such an amazing experience that we hosted our marketing dinner there as well and were most appreciative of the special details made for me and my team.",3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,Stephen was a very attentive server.,3 weeks ago,,26-Jan-2025 to 01-Feb-2025,Dine in,Lunch,,3.0,5.0,5.0,,,,
5 stars,Happy hour oysters and Lobster 3 course meal was amazing . Dessert just ok tho . Sallie great waitress,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$70–80,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, 1lb Lobster West Coast Dinner Main",,,
5 stars,Excellent service! Sallie was a lovely and attentive server :) also oysters were delicious!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$80–90,5.0,5.0,5.0,,,,
5 stars,"I had a fantastic dining experience during Happy Hour at Coast. Isabel, our server, truly went above and beyond. She was incredibly attentive and made sure all of our needs were met throughout the meal. I also appreciated how she took the time to discuss my dietary restrictions and offered thoughtful menu options, making me feel completely comfortable. Great service like this really elevates the whole dining experience. Highly recommend this place for both the food and the exceptional service!",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Other,$80–90,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Fish",,,
5 stars,"Peter, our server, was the best there is. He really rolled out the red carpet for us and made the experience exceptional. The Glowbal corp that owns this restaurant should really be running the city via a military junta too",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,"After many years I spent my birthday having happy hour with my family at Coast. It was such a delightful experience. We were served on a beautiful table by a wonderful server named Blaine. We ordered every single item only happy hour menu, and many drinks but what stood out was the service. Blaine was absolutely amazing and so attentive to my whole family. He made us feel so special especially me and my 90-year-old mother. The food was incredible. The food came up quickly ,hot, delicious and overall you just felt so special. Thank you for making my birthday feel amazing.",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Very cool place! The food is really good. I highly recommend spicy tuna roll, is the best in vancouver. Ask for Sallie, excellent service!!",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,Everything was amazing! Our server Sam was awesome.,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,Excellent food and impeccable service provided by Peter! We will always be back!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$90–100,5.0,5.0,5.0,,,,
5 stars,"The food, wine and overall restaurant ambience was 10/10.  We sat in Isabelle’s section; she was very attentive and polite - even provided a small stool for our purses. Very knowledgeable about the food and the ethical sourcing.   I will definitely be coming back and asking for her as a server / to be sat in her section.",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,"Delicious food, excellent service, kudos to Stephan, our wonderful server",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$60–70,5.0,5.0,4.0,"Oysters on the Half Shell and Lemon Drop, Mussels and Clams, Beef Carpaccio, Carpaccio",,,
5 stars,Stephen was a really good server 🥺,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,,5.0,5.0,5.0,,,,
5 stars,Stephen was wonderful and made our experience great!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,Brunch,$10–20,5.0,5.0,5.0,,,,
5 stars,Stephen made the service great and the experience 10/10. Thank you!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,Brunch,$10–20,5.0,5.0,5.0,Coast,,,
5 stars,Food was amazing as always. The butter cake snd bennys were truly exceptional. Our server Jacob was very attentive and nice as well as Mohit. Made our experience so much better!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Went there during happy hours. The food was quite good, and our server, Peter, was extremely caring and nice.",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
4 stars,Came for happy hour! Large space and was able to get quick seating without a reservation. Staff was very nice and checked up on us often. Recommend for quick happy hour!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Lunch,,3.0,4.0,4.0,,,,
5 stars,We had amazing service and delightful food.  You have to get the dinner rolls!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$90–100,5.0,5.0,5.0,,Somewhat difficult to find parking,"Valet, Paid parking garage",
5 stars,The bartender Josh took such good care of us making us special cocktails off menu! Honestly the best service and quality of drinks I’ve ever had!! 10/10,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,,5.0,5.0,,,,
5 stars,Great food and Peter provided one of the best service experiences we've had in North America,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$60–70,5.0,5.0,5.0,,,,
5 stars,"Would highly recommend Coast to anyone looking for a great place to eat in downtown Vancouver. Our server, Laura B, was amazing and offered some excellent recommendations from the menu. 10/10 would go back again.",4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Dinner,$40–50,,,,,,,
5 stars,Came for anniversary dinner and had a great experience. Our server Sallie was very attentive and on point. Also had to note the amazing service Franklin and Lindsay also gave which made our experience memorable. Can’t wait to be back there soon!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,Sallie was amazing! She was super nice and knowledgeable about the menu. She really made our experience something special. Lindsay and Franklin were also great and enhanced our visit experience even more! Highly recommend visiting Coast. The food and service were fantastic!,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,,,,5.0,5.0,5.0,,,,
5 stars,Peter was the absolute best! So attentive and warm welcoming.,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Other,$50–60,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Stefan was amazing and friendly,4 weeks ago,,19-Jan-2025 to 25-Jan-2025,Dine in,Lunch,$10–20,5.0,5.0,5.0,Coast,,,
5 stars,"Really great service from Sallie! She was so sweet, personable and attentive. Will definitely be back!",a month ago,,January,Dine in,Dinner,$70–80,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,I had a great experience at Coast. My girlfriend and I were lucky enough to be seated in Isabel’s section! She was a wonderful server and made my first experience amazing. Thank you to all of the staff (especially Isabel) I would recommend Coast to all of my friends and family if they want an elegant dinner with great service. Thank you again Isabel!,a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,Wagyu Beef Carpaccio,,,
5 stars,Isabel was the best server.,a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,"New England Clam Chowder, Fish, Cake, Sushi",,,
5 stars,"Isabel is amazing! Very thoughtful, intelligent and friendly.",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,Sushi,,,
5 stars,"I had an excellent dining experience thanks to Peter. They were incredibly attentive, friendly, and knowledgeable about the menu. They made sure we had everything we needed and went above and beyond to ensure we enjoyed our meal. Their professionalism and warm demeanor truly enhanced our experience.",a month ago,,January,Dine in,Lunch,$50–60,5.0,5.0,5.0,,,,
5 stars,"Great food, great service.  Thanks Laura B. for the suggestions for our dinner.  Really enjoyed our meal.",a month ago,,January,Dine in,Dinner,$60–70,5.0,5.0,5.0,"Crab Dip, Coast, Calamari, Fish, Cake, Sushi",,,
2 stars,"A pretty mediocre at best experience.

Food was okay and service could have been better. The food came out at very different times, portion sizes weren’t consistent, and the meal in general was quite sloppy for a restaurant owned by the Glowbal.

I don’t blame the waitress but management needs to do better. The waitress was handling almost 10 tables to herself, way too many tables for one person during dinner time.

The steak was pretty good but there was a good  chunk of it that was not inedible. Sablefish also tastes pretty bad. The squid ink pasta was quite bland. Overall, would not come back",a month ago,,January,Dine in,Dinner,$20–30,,,,,,,
5 stars,"Coast delivers! The oysters are the star, super fresh. Only $1.5 each for happy hour! The salmon oshi is beautifully presented and is super delicious. The beef carpaccio is vibrant with fresh arugula and cheese, rich and delicious. Our server Sean Ally(if I got his name correct) is friendly and thoughtful, worth a shoutout for sure! Highly recommend for seafood and sushi lovers for happy hour!",a month ago,,January,Dine in,Other,$20–30,5.0,5.0,5.0,,,,
5 stars,"Our server Laura was amazing. Attentive to detail and a sensitivity allergy.
She was 10/10 though start to finish with a kind vibrant personality and made me feel super special for my birthday!",a month ago,,January,,Dinner,$100+,5.0,5.0,5.0,,,,
5 stars,Laura B was amazing not only to us but seen her all night going out of her way for each table she had made our night that much better thank you!!,a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,Laura B. Was amazing and so kind,a month ago,,January,Dine in,Dinner,$90–100,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Coast",,,
5 stars,Our server Stephen was very friendly and polite. Very efficient!,a month ago,,January,Dine in,Other,$90–100,5.0,5.0,5.0,"New England Clam Chowder, Warm Banana & Coconut Butter Cake & Creme Brulee, Wagyu Beef Carpaccio, Calamari, Sushi",,,
5 stars,Very good food and lobster 🦞,a month ago,,January,Dine in,Dinner,$60–70,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Fish",,,
1 star,"Very disappointed. Very poor knowledge and sloppy drink making skills. Took one hour to
get the main course, and appetizer never arrived. I had much better quality and tasting food in a small local restaurants. Absolutely not worth it. Quality doesn’t match the prices.",a month ago,,January,Dine in,,,2.0,3.0,3.0,,,,
5 stars,"Recently visitors Coast for their amazing Happy Hour Menu. Stephen provided exceptional service during our visit to Coast. He was incredibly knowledgeable about the menu, friendly, and went above and beyond to ensure we had a great dining experience. Highly recommend!",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,Amazing first stop in Vancouver for Happy hour! Amazing oysters and negitoro roll! Peter was an amazing sommelier and waiter. 10/10,a month ago,,January,Dine in,Other,$20–30,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Coast, Sushi",,,
5 stars,Great food and great time with me and some friends. Our waiter Jacob was easily the highlight of the night. He made us laugh and ensured we always had everything we needed. Can't wait to come back.,a month ago,,January,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Great place to dine in! The Happy hour is pretty good and our server Ben W was very nice and very professional, I would definitely recommend this place for some good food, atmosphere and drinks.",a month ago,,January,Dine in,Dinner,$60–70,4.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Sushi",,,
5 stars,Went to coast for happy hour and had great food and service! Gloria was our server and was great! Would recommend their fish cones on the HH menu!,a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,We love this place m. Food and drinks are always good. Thank you to Stephan for the amazing service,a month ago,,January,,,$40–50,5.0,5.0,5.0,Coast,,,
5 stars,Stephen’s awesome,a month ago,,January,,,,4.0,5.0,4.0,,,,
5 stars,Our server Stephan was absolutely amazing! Food was 10/10 like always!,a month ago,,January,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Absolutely amazing food, atmosphere and menu. Would highly recommend to anyone.",a month ago,,January,Dine in,Lunch,$40–50,5.0,5.0,5.0,"Fish, Sushi",,,
5 stars,Wonderful food and excellent service! Josh was wonderful and very helpful. Definitely follow his suggestions!,a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,Warm Banana & Coconut Butter Cake & Creme Brulee,,,
4 stars,Laura did a great job.,a month ago,,January,,,,4.0,5.0,5.0,,,,
5 stars,Laura was amazing! She took wonderful care of us as a group!,a month ago,,January,Dine in,Dinner,$90–100,4.0,5.0,5.0,Wagyu Beef Carpaccio,,,
5 stars,"Laura was excellent tonight, super kind and great service!",a month ago,,January,Dine in,Dinner,$60–70,5.0,5.0,5.0,,,,
5 stars,Thanks Laura!,a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,"Recently my husband and I visited Coast for our 10 year anniversary. Needless to say we had a magical experience! We both love seafood and safe to say Coast delivered! Our handsome server Jacob gave us a warm welcome and spoiled us with his amazing service. This night couldn't have been better spent anywhere else, it was magic. As per Jacob's recommendation we enjoyed a fantastic bottle of wine, the delicious flatbread, along with delicious entrees. Highly recommend for a special night!

Love from Charles and Carlos",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,4.0,,,,
5 stars,"I was reflecting on some photos where I attended a birthday party here last year.and had a wonderful evening. The food was excellent, especially the seafood tower, pasta and oysters. The atmosphere facilitated a great evening. The night was elevated by our server Jacob as his  warm and attentive service ensured that all members of our party had a great time. As a bonus the photos he took of our group were amazing. Thank you Coast and thank you Jacob!!",a month ago,,January,Dine in,Dinner,$70–80,4.0,5.0,4.0,"Oysters on the Half Shell and Lemon Drop, Seafood Tower",,,
5 stars,My family and I were very impressed with the service we received at Coast tonight. Our servers were very patient and kind. The food was excellent and very tasty. The entire group of 12 had a phenomenal experience. We had a wonderful experience as always.  Happy New Year!!!,a month ago,,January,Dine in,Dinner,$40–50,5.0,5.0,5.0,"Mussels and Clams, Coast, Seafood Tower, Cake, Sushi",,,
5 stars,Laura B. was our server and she was Amazing 👏,a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,,,,
5 stars,"This is by far the best happy hour in Vancouver! Don’t change a thing! The prices, food, and service are incredible for such a lovely and beautiful atmosphere. Sallie was an amazing server and kept our glasses and stomachs full for an amazing happy hour experience. This is definitely going to be a great go-to restaurant for delicious food and drinks with friends going forward!",a month ago,,January,Dine in,Dinner,$40–50,5.0,5.0,5.0,Calamari,,,
5 stars,"Food is good and reasonable price
Service is good",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,"Great seafood !
Love the work from our waitress Laura",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,One of the best happy hrs in town!!!! Ou must try it!!!,a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,"Ben W was serving us very politely and efficiently, I would give him 10 stars if I could",a month ago,,January,Dine in,Other,$40–50,5.0,5.0,5.0,,,,
5 stars,"Thanks to Benw, we had an amazing experience! Their service was attentive, friendly, and made us feel so welcomed. The Coast went above and beyond to ensure everything was perfect. Highly recommend!",a month ago,,January,Dine in,Other,$40–50,5.0,5.0,5.0,"Crab Dip, Fish, Sushi",,,
5 stars,"Had a great time celebrating my mother’s Birthday. Great varieties with their seafood tower. Highly recommended!
Mostly, thanks to Gloria, Mohit and Megan for the amazing hospitality ! We really appreciate you..",a month ago,,January,,,,,,,,,,
5 stars,"Great place to celebrate any kind of celebration. Highly recommended.
Special thanks to Gloria for an amazing hospitality. 😁",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,"Amazing food and service. Josh our waiter was excellent, a true pro and the food was next level. Best grilled octopus I have ever eaten and King Tiger Prawn red curry with soba noodles was sensational. Highly recommend Coast, we will be back. Alison & Marcus Emery.",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,,,,
5 stars,"I have planned many corporate events here for lunch and dinner. Glowbal group continues to deliver top notch service, in addition, their event planning team communicates effectively, providing suggestions on menu items, and know how to make the experience special for business clients. I plan multiple events on a monthly basis and I do not always attend the events I plan, which can be stressful - with Glowbal Group, I know i do not need to worry. I've worked with Emma, Selina and Clea and they provide 10/10 service on logistics, set up, cocktail/mocktail ideas etc. On a personal note, outside of business, I dine at Glowbal restaurants often but Coast is my favourite!",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,Ujjwol and his team were very courteous and professional,a month ago,,January,,Lunch,$20–30,5.0,5.0,5.0,Fish,,,
5 stars,"It's been a few years since I've been to Coast and I was truly happy to be reminded of what a great happy hour spot it is!
We were a party of 3, seated on the heated patio and we ordered oysters and drinks. The staff took great care of us - Mohit, the manager, personally checked in on us a few times, and Rhonda, our server, was great. Overall, a great way to start the new year and to celebrate my mom's birthday!",a month ago,,January,Dine in,Other,$20–30,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Our server Laura B was the best! Had a wonderful time with friends. Will come back here for sure!,a month ago,,January,Dine in,Other,$20–30,5.0,5.0,5.0,"Mussels and Clams, Calamari",,,
5 stars,"Laura B was really nice, provided good service and we connected over Taylor Swift. Hehe",a month ago,,January,Dine in,Dinner,$100+,4.0,5.0,5.0,"Mussels and Clams, Coast, Sushi",Somewhat difficult to find parking,Paid street parking,
5 stars,"The food was delicious, ambiance was great and customer service by Laura B was the best!",a month ago,,January,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Ujjwol and Ben W. are great! also recommend the sablefish with the dashi broth, it’s delightful",a month ago,,January,Dine in,Dinner,,5.0,5.0,5.0,,,,
5 stars,"We had both a corporate dinner and a private dinner here before, and we had a wonderful experience on both occasions. The service was exceptional - very attentive and thoughtful.

One small suggestion for improvement would be for them to update or wash the patio cushions more regularly. We would recommend opting for indoor seating, as we noticed a smell from people smoking outside near the patio area.

Overall, we had a great time and would definitely recommend this place.",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,4.0,,,,
5 stars,"My friend and I had a wonderful New years Eve meal, we were very well taken care of by our server Ben W. Thank you for making our evening memorable.",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,Fish,,,
5 stars,"It's an amazing place with friendly staff, great food and drinks. It's definitely recommended to anyone looking for a nice place to spend some time.",a month ago,,January,,Dinner,$70–80,5.0,5.0,5.0,"Crab Dip, Warm Banana & Coconut Butter Cake & Creme Brulee, Seafood Tower, Calamari, Sushi",,,
5 stars,Mr.Benw was great!!! And it was delicious .,a month ago,,January,Dine in,Dinner,$70–80,5.0,5.0,5.0,,,,
5 stars,"Beautiful restaurant with great energy and great food.

Ben W. made our visit even more enjoyable. Attentive, funny, great service. Thanks!",a month ago,,January,,,,5.0,5.0,5.0,,,,
5 stars,"Everything in this restaurant was great. Great holiday deals as well as great service. If you get Ben W, you know you’re in really good hands. Good was fresh and the atmosphere was nice. Thank you Coast restaurant!",a month ago,,January,Dine in,Dinner,$30–40,5.0,5.0,5.0,Coast,,,
5 stars,"Loved the place and the food. Ben W, thank you for providing excellent service!",a month ago,,January,Dine in,,,5.0,5.0,5.0,,,,
5 stars,"Restaurant is fantastic, Peter is a great table host, takes your through everything with a good sense of humor!",a month ago,,January,Dine in,Dinner,$100+,5.0,5.0,5.0,"Fish, Carpaccio",,,
5 stars,One of the best happy hours in the city. Ben W was a fantastic server!,a month ago,,January,Dine in,Dinner,$50–60,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Calamari, Fish, Sushi",,,
5 stars,"Fantastic and Friendly Staff…
Perfect Ambiance & Excellent Food.

Highly Recommend the Sunday Brunch.",a month ago,,January,Dine in,Brunch,$90–100,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Seafood Tower, Sushi",,,
